Question,Plan Context,Plan,Dependencies,Rewrite Context,Rewrite,Rationale Context,Rationale,Answer,GT Answer
"Elise Gatien is a Canadian actress, known for her role as Candice ""CJ"" Ward in the Cartoon Network live-action series ""Tower Prep"", created for Cartoon Network by who?","['Elise Gatien | Elise Gatien (born July 14, 1988) is a Canadian actress. She is known for her role as Candice ""CJ"" Ward in the Cartoon Network live-action series Tower Prep ...', 'Tower Prep | Tower Prep is a live-action teen science-fiction television series created ... Candice ""CJ"" Ward (Elise Gatien) – CJ, the popular girl, has the ability of ...', 'Creator / Elise Gatien | Elise Gatien (born July 14, 1988) is a Canadian actress. She is known for her role as Candice ""CJ"" Ward in the Cartoon Network live-action series Tower Prep ...']","Step 1: Who created the live-action teen science-fiction television series ""Tower Prep""?
Step 2: What is the name of the creator of ""Tower Prep""?
Step 3: What is the name of the creator of the Cartoon Network live-action series ""Tower Prep""?",Step 2 depends on Step 1.,"Step 1: Who created the live-action teen science-fiction television series ""Tower Prep""? ANSWER: Paul Dini. Step 2: What is the name of the creator of ""Tower Prep""?","Who is the creator of the live-action teen science-fiction television series ""Tower Prep""?","['Tower Prep - Wikipedia | Tower Prep is a live-action teen science-fiction television series created for Cartoon Network by Paul Dini, who is known for previously writing and producing series in the DC Animated Universe., Paul Dini', 'About: Tower Prep | Tower Prep is an American-Canadian 13-episode live-action teen science-fiction television series created by Paul Dini for Cartoon Network.', 'Tower Prep - Wikipedia | Tower Prep is a live-action teen science-fiction television series created for Cartoon Network by Paul Dini, who is known for previously writing and producing series in the DC Animated Universe., Paul Dini', 'Tower Prep (TV Series 2010) | Tower Prep: Created by Paul Dini. With Drew Van Acker, Ryan Pinkston, Elise Gatien, Dyana Liu. Ian is a rebellious teenager who had recently been suspended ... Rating: 7.6/10, \u200e1,778 votes', 'Paul Dini | Paul Dini, Tower Prep is a live-action teen science-fiction television series created for Cartoon Network by Paul Dini, who is known for previously writing and producing series in the DC Animated Universe., Paul Dini', 'Tower Prep (TV Series 2010) | Tower Prep: Created by Paul Dini. With Drew Van Acker, Ryan Pinkston, Elise Gatien, Dyana Liu. Ian is a rebellious teenager who had recently been suspended ... Rating: 7.6/10, \u200e1,778 votes', 'Elise Gatien | Elise Gatien (born July 14, 1988) is a Canadian actress. She is known for her role as Candice ""CJ"" Ward in the Cartoon Network live-action series Tower Prep ...']","The live-action teen science-fiction television series ""Tower Prep"" was created by Paul Dini for Cartoon Network [1][2].",Paul Dini,['Paul Dini']
"American novelist, Mark Powell, is the author of the the novel ""The Dark Corner"", and serves as what for the private four-year co-education liberal arts college, Lincoln Memorial University?","['American Short Stories | in English from indiana university and specializes in contemporary american fiction. ... the dark corner at last and knew. It was bad enough, what he saw there,.', ""Fire Horse|Mickie B. Ashling | The Dark Corner: A Novel|Mark Powell. When at Home: Home Sharer's Handbook|Beverly Louise Tattersfield! A Photographic Guide to Wildflowers of New Zealand ..."", 'Forever Yours Faithfully Empty|Lorrie Morgan | The Dark Corner|Wilfie Cummings! Miley Cyrus Yearbook 2009: Star of Hannah Montana|Posy Edwards. The Worlds of Elie Wiesel: An Overview of ...']","Step 1: Who is the author of the novel ""The Dark Corner""?
Step 2: What is the private four-year co-education liberal arts college, Lincoln Memorial University, known for?
Step 3: What is the role of Mark Powell at Lincoln Memorial University?",Step 3 depends on Step 2.,"Step 2: What is the private four-year co-education liberal arts college, Lincoln Memorial University, known for? ANSWER: Offering a liberal arts education. Step 3: What is the role of Mark Powell at Lincoln Memorial University?",What is the role of Mark Powell at Lincoln Memorial University?,"['The Dark Corner: A Novel/Author | Mark Powell', 'The Dark Corner: A Novel - Mark Powell | “The best Appalachian novelist of his generation.” —Ron Rash, author of Serena and The Cove ""The Dark Corner is one of the most riveting and beautifully written ... Rating: 4, \u200e14 reviews, \u200e$24.95, \u200e30, day returns', 'About LMU | ... campus in Harrogate, Tennessee, is scenic, historic, and perfectly poised to offer a liberal arts education. Our campus is full of activities for ...', ""Mark Powell (novelist) | He repeatedly serves as the fiction workshop leader for the Hindman Settlement School's Appalachian Writers Workshop and the Mountain Heritage Literary ..."", 'American Short Stories | in English from indiana university and specializes in contemporary american fiction. ... the dark corner at last and knew. It was bad enough, what he saw there,.', ""The Dark Corner (Spooksville, #7) by Christopher Pike | He is a bestselling author of young adult and children's fiction who specializes in the thriller genre. ... This month I read Spooksville The Dark Corner written ... Rating: 3.8, \u200e395 votes"", 'Quick Facts | A private college education at LMU is a fantastic value. Nearly 65 percent of students receive some type of financial assistance. The school awards scholarships ...']",Mark Powell is a novelist and serves as the fiction workshop leader for the Hindman Settlement School's Appalachian Writers Workshop and the Mountain Heritage Literary [4]. Lincoln Memorial University is a private college offering a liberal arts education [7].,fiction workshop leader,['fiction workshop leader']
"What is the nationality of the star of ""The Look of Love""?","['The Look of Love (1967 song) | ""The Look of Love"" is a popular song composed by Burt Bacharach and Hal David and originally popularized by English pop singer Dusty Springfield.', 'Burt Bacharach | His song ""The Look of Love"" was the inspiration for this film. It was like having Gershwin appear in your movie."" Bacharach appeared as a celebrity performer ...', ""BAM | The Look of Love | The Look of Love ... Playful and profound, Mark Morris' sumptuous choreography finds an ideal counterpart in the chart-topping songs of Burt Bacharach. The ...""]","Step 1: Who is the star of ""The Look of Love""?
Step 2: What is the nationality of the star of ""The Look of Love""?",Step 2 depends on Step 1.,"Step 1: Who is the star of ""The Look of Love""? ANSWER: Marcy Harriell. Step 2: What is the nationality of the star of ""The Look of Love""?","What is the nationality of Marcy Harriell, the star of ""The Look of Love""?","['The Look of Love (1967 song) | ""The Look of Love"" is a popular song composed by Burt Bacharach and Hal David and originally popularized by English pop singer Dusty Springfield.', 'Marcy Harriell | In 2022, Harriell was tapped as star vocalist by Mark Morris in his latest evening-length piece ""The Look of Love"" based on the classic Burt Bacharach, Hal ...', 'The Look of Love (1967 song) | ""The Look of Love"" is a popular song composed by Burt Bacharach and Hal David and originally popularized by English pop singer Dusty Springfield.', ""BAM | The Look of Love | The Look of Love. Mar 20—Mar 23, 2024. An Evening of Dance to the Music of ... Broadway star Marcy Harriell offers a rich interpretation of Hal David's ..."", ""BAM | The Look of Love | The Look of Love. Mar 20—Mar 23, 2024. An Evening of Dance to the Music of ... Broadway star Marcy Harriell offers a rich interpretation of Hal David's ..."", 'Burt Bacharach | His song ""The Look of Love"" was the inspiration for this film. It was like having Gershwin appear in your movie."" Bacharach appeared as a celebrity performer ...', ""Review | 'The Look of Love: An Evening of Dance to ... | ... The Look of Love: An Evening of Dance to the Music of Burt Bacharach ... star Harriell were the first of many happy surprises of the evening.""]","""The Look of Love"" was originally popularized by English pop singer Dusty Springfield [1][3]. Marcy Harriell, the star of ""The Look of Love,"" is a Broadway star [2][4][5][6][7].",English,['English']
X-15 is a film that fictionalized the research rocket that set speed records in what decade?,"['X-15 (1961) - IMDb | During the Cold War in the 1960s the U.S.A.F. and NASA tested the experimental rocket-powered aircraft X-15 that set altitude and speed records and reached the edge of outer space. During the Cold War in the 1960s the U.S.A.F., the 1960s', 'North American X-15 | The X-15 set speed and altitude records in the 1960s, crossing the edge of outer space and returning with valuable data used in aircraft and spacecraft design.', 'X-15 (1961) directed by Richard Donner | X-15 is a 1961 movie that tells a fictionalized account of the X-15 research rocket plane, the men who flew it and the women who loved them.']","Step 1: What is the film X-15 about?
Step 2: When was the X-15 research rocket plane tested?
Step 3: In what decade did the X-15 set speed records?
Step 4: What is the fictionalized account of the X-15 research rocket plane in the film X-15?",Step 2 depends on Step 1. Step 4 depends on Step 1. Step 3 depends on Step 2.,Step 1: What is the film X-15 about? ANSWER: The film X-15 is about the development of the rocket-powered X-15 experimental aircraft and the test pilots who flew it.. Step 2: When was the X-15 research rocket plane tested?,When was the X-15 research rocket plane tested?,"['X-15 (1961) - IMDb | From the late 50s, this early Charles Bronson starrer dramatized the real-life development of the rocket-powered X-15 experimental aircraft, which was launched from the belly of a B-52 bomber and was flown by test pilots to high speeds and high altitude in an effort to touch the edge of space., dramatized the real-life development of the rocket-powered X-15 experimental aircraft', ""X-15 (film) | The film was a dramatization of the rocket plane's development program, which was among the very earliest NASA programs; inherited from NACA (the predecessor of ..."", 'North American X-15 | National Air and Space Museum | First flown in 1959, the North American X-15 bridged the gap between human flight in the atmosphere and spaceflight. It was the first winged aircraft to fly Mach 4, 5, & 6 and to operate at altitudes above 30,500 m (100,000 ft). Eight of 12 pilots received astronaut wings., 1959', 'North American X-15 | Three X-15s were built, flying 199 test flights, the last on 24 October 1968. The first X-15 flight was an unpowered glide flight by Scott Crossfield, on 8 June ...', 'The X-15 Program Set a Record for Speed - nasa appel | On October 3, 1967, U.S. Air Force pilot William “Pete” Knight set a world speed record in an X-15 rocket plane. Minutes later, the aircraft landed charred and broken. Knight was one of 12 men who piloted the experimental X-15 planes., October 3, 1967', 'North American X-15 | The X-15 set speed and altitude records in the 1960s, crossing the edge of outer space and returning with valuable data used in aircraft and spacecraft design. ...', 'X-15 (film) | Featuring a cast of characters, with pilots, flight engineers, crew and their families, the plot line was an imaginary story depicted around real events. X-15 ...']",The X-15 was first flown in 1959 [3]. The last X-15 flight was in 1968 [4]. The X-15 set speed and altitude records in the 1960s [6].,1960s,['1960s']
"Greg Maddux is a former Major League baseball player who won the 91st edition of Major League Baseball's champion series in how many games, capturing their third championship?","['1995 World Series | The Braves won in six games to capture their third World Series championship in franchise history (along with 1914 in Boston and 1957 in Milwaukee), making them ...', 'Atlanta Braves win Game 1 of the World Series 3-2 against the ... | Atlanta ace Greg Maddux pitched a two-hit complete game victory in his first World Series appearance (and just the fifteenth two-hitter in ...', 'Greg Maddux | Maddux was the first pitcher in MLB history to win the Cy Young Award four consecutive years (1992–1995), matched by only one other pitcher, Randy Johnson.']","Step 1: In what year did Greg Maddux win the World Series?
Step 2: How many games did the Atlanta Braves win in the 91st edition of the World Series?
Step 3: How many championships have the Atlanta Braves won in their franchise history?",Step 2 depends on Step 1. Step 3 depends on Step 2.,Step 1: In what year did Greg Maddux win the World Series? ANSWER: 1995. Step 2: How many games did the Atlanta Braves win in the 91st edition of the World Series?,How many games did the Atlanta Braves win in the 91st edition of the World Series?,"['Greg Maddux/MLB career/World series won | 1995, During the next two strike-shortened seasons, Maddux was practically untouchable – going 16-6 with a 1.56 ERA in 1994 and then following that with a 19-2 mark in 1995 that included a 1.63 ERA. In 1995, Maddux and the Braves won the World Series – topping Cleveland in six games., 1995', 'Greg Maddux | He won the 1995 World Series with the Braves over the Cleveland Indians. Maddux was the first pitcher in MLB history to win the Cy Young Award four consecutive ...', '1995 World Series | The Braves won in six games to capture their third World Series championship in franchise history (along with 1914 in Boston and 1957 in Milwaukee), making them ...', 'four World Series titles | four World Series titles, Recent News. Atlanta Braves, American professional baseball team based in Atlanta. The team is the only existing major league franchise to have played every season since professional baseball came into existence. They have won four World Series titles (1914, 1957, 1995, and 2021) and 18 National League (NL) pennants., four World Series titles', 'Atlanta Braves | The Braves won a record 14 straight division titles, five National League pennants, and one World Series title in 1995. Bobby Cox returned to the dugout as ...', '1995 World Series | The Braves won in six games to capture their third World Series championship in franchise history (along with 1914 in Boston and 1957 in Milwaukee), making them ...', 'Greg Maddux World Series Stats | 1995 · Braves · 2 ; 1996 · Braves · 2 ; 1999 · Braves · 1 ; Career, G ; 3 Years, 5 ...']",Greg Maddux won the 1995 World Series with the Braves [1]. The Braves won the 1995 World Series in six games [3]. This was the third World Series championship in franchise history for the Braves [6].,six,['six']
"This singer became the first Afro Pop artist to feature in ""Guinness World Records"" for his contribution on a song by which Canadian rapper?","['Wizkid | Wizkid, Wizkid became the first afrobeats artist to appear in the 2018 Guinness World Records for his contribution to ""One Dance"". His song ""Soco"" became his first afrobeats single to be certified gold in Canada., Wizkid', 'Wizkid, Biography | Wizkid became the first Afrobeats artist to appear in the 2018 Guinness World Records for his contribution to ""One Dance"". In 2019, he was featured on Beyoncé\'s ...', ""Wizkid Birthday | In 2018, he became the first Afrobeats artist to make it to the 2018 Guinness World Records for 'One Dance.' His single, 'Soco,' became the first Afrobeats ...""]","Step 1: Who was the first Afrobeats artist to appear in the 2018 Guinness World Records?
Step 2: What was the name of the song for which the Afrobeats artist appeared in the 2018 Guinness World Records?
Step 3: Which Canadian rapper's song did the Afrobeats artist contribute to for the Guinness World Records?",Step 2 depends on Step 1. Step 3 depends on Step 2.,Step 1: Who was the first Afrobeats artist to appear in the 2018 Guinness World Records? ANSWER: Wizkid. Step 2: What was the name of the song for which the Afrobeats artist appeared in the 2018 Guinness World Records?,What was the name of the song for which Wizkid appeared in the 2018 Guinness World Records?,"['Wizkid | Wizkid, Ayodeji Ibrahim Balogun, known professionally as Wizkid became the first Afrobeats singer to appear in the 2018 Guinness World Records for his contribution to “One Dance” which was the first track to reach one billion streams on Spotify., Ayodeji Ibrahim Balogun', ""Wizkid Is Named In the 2018 Guinness Book of World ... | It looks like Nigeria's own, Wizkid just became the first afrobeats artist to make it into the Guinness Book of World Records. The singer's ..."", 'One Dance | One Dance, Wizkid became the first afrobeats artist to appear in the 2018 Guinness World Records for his contribution to ""One Dance"". His song ""Soco"" became his first afrobeats single to be certified gold in Canada., ""Soco""', ""Wizkid Is Named In the 2018 Guinness Book of World ... | Wizkid is named in the 2018 Guinness Book of World Records for his 2016 collaboration with Drake. · Listen to Wizkid's New Song 'Smile' Featuring ..."", 'Top 10 Guinness World Records held by Africans | Africanews | Ayo Balogun, popularly known as Wizkid has a Guinness World Record for being the artist with the first track to reach one billion streams on Spotify. Wizkid achieved this with One Dance by Drake (Canada) which featured him and Kyla, on December 16, 2016., One Dance by Drake', ""Wizkid makes history, enters Guinness Book of World Records ... | This is as a result of his contribution to Canadian rapper, Drake's smash hit, 'One Dance', which topped several charts worldwide."", 'Wizkid | Wizkid, Wizkid became the first afrobeats artist to appear in the 2018 Guinness World Records for his contribution to ""One Dance"". His song ""Soco"" became his first afrobeats single to be certified gold in Canada., Wizkid']","Wizkid is the first Afro Pop artist to feature in ""Guinness World Records"" for his contribution on a song by the Canadian rapper Drake [1][2][3][4][5][6][7].",Drake,['Drake']
"Robert Ray investigated the first ethics controversy of the Clinton administration, sometimes referred to as what?","['White House travel office controversy - Wikipedia | The White House travel office controversy, sometimes referred to as Travelgate, was the first major ethics controversy of the Clinton administration. It began in May 1993, when seven employees of the White House Travel Office were fired.', 'White House FBI files controversy | The White House FBI files controversy of the Clinton Administration, often referred to as Filegate, arose in June 1996 around improper access in 1993 and 1994 ...', ""Clinton controversies: A brief history | Independent Counsel Robert Ray, in his final report, said that while some of Hillary Clinton's statements were factually false, there was ...""]","Step 1: What was the first ethics controversy of the Clinton administration?
Step 2: Who is Robert Ray?
Step 3: What did Robert Ray investigate during the Clinton administration?
Step 4: What is the controversy sometimes referred to as Travelgate?
Step 5: What were the findings of Independent Counsel Robert Ray's final report?",Step 2 depends on Step 1. Step 3 depends on Step 2. Step 4 depends on Step 3.,Step 1: What was the first ethics controversy of the Clinton administration? ANSWER: Travelgate. Step 2: Who is Robert Ray?,Who is Robert Ray?,"[""White House travel office controversy - Wikipedia | Starting in May 1993, Travelgate was the first major ethics controversy of the Clinton administration, with First Lady Hillary Rodham Clinton's actions coming under increasing scrutiny. Republicans and other critics saw the events differently."", 'Clinton controversies: A brief history | The firing of the career travel office employees was the first ethics scandal of the Clinton era. In May 1993, seven employees were fired as ...', 'Robert Ray | FRONTLINE - PBS | Robert Ray is a former federal prosecutor who led the Office of the Independent Counsel from 1999-2002, during which time he investigated and issued a report on the Whitewater scandal, among others.', 'Robert Ray (prosecutor) - Wikipedia | Robert William Ray (born April 4, 1960) is an American lawyer. As the successor to Ken Starr as the head of the Office of the Independent Counsel (1999 to ...', 'Remarks by Independent Counsel Robert Ray Closing the ... | President Clinton has acknowledged responsibility for his actions. He has admitted that he knowingly gave evasive and misleading answers to ...', 'White House travel office controversy - Wikipedia | The White House travel office controversy, sometimes referred to as Travelgate, was the first major ethics controversy of the Clinton administration. It began in May 1993, when seven employees of the White House Travel Office were fired.', ""Travelgate | United States history | Controversy surrounded Starr's investigation, which included the media's relentless reporting of lurid information, and both Starr and the White ...""]",The first ethics controversy of the Clinton administration was the firing of seven employees of the White House Travel Office in May 1993 [1][2]. This controversy is sometimes referred to as Travelgate [6].,Travelgate,['Travelgate']
"What film, directed by Bryan Singer, has a video game released by Paradox on the Game Boy Color and PlayStation?","['Bryan Singer | After the release of X-Men: Apocalypse, Singer expressed interest in directing a solo Mystique film starring Jennifer Lawrence.', 'Charlie and the Chocolate Factory (film) | Charlie and the Chocolate Factory is a 2005 musical fantasy film directed by Tim Burton and written by John August, based on the 1964 British novel of the ...', 'Battlestar Galactica Feature Film Confirmed | Directed by Bryan Singer, and co-produced by original series creator Glen Larson, the new movie will not be related to the recently concluded ...']","Step 1: What films has Bryan Singer directed?
Step 2: What video games have been released by Paradox on the Game Boy Color and PlayStation?
Step 3: Is there a film directed by Bryan Singer that has a video game released by Paradox on the Game Boy Color and PlayStation?",Step 3 depends on Step 1. Step 3 depends on Step 2.,"Step 1: What films has Bryan Singer directed? ANSWER: Valkyrie, X-Men: First Class, Superman Returns, Bohemian Rhapsody, Jack the Giant Slayer, The Usual Suspects. Step 2: What video games have been released by Paradox on the Game Boy Color and PlayStation? ANSWER: X-Men: Mutant Academy, Shadowrun: Dragonfall - Director's Cut. Step 3: Is there a film directed by Bryan Singer that has a video game released by Paradox on the Game Boy Color and PlayStation?",Is there a film directed by Bryan Singer that has a video game released by Paradox on the Game Boy Color and PlayStation?,"['Bryan Singer | He then directed the World War II historical thriller Valkyrie (2008), co-wrote/co-produced X-Men: First Class (2011), and directed the fantasy adventure film ...', 'List of Paradox Interactive games | This is a list of video games developed, published and/or distributed by video game publisher Paradox Interactive. ... Paradox Interactive has announced it will ...', 'Bryan Singer | He then directed the World War II historical thriller Valkyrie (2008), co-wrote/co-produced X-Men: First Class (2011), and directed the fantasy adventure film ...', 'Bryan Singer | After the release of X-Men: Apocalypse, Singer expressed interest in directing a solo Mystique film starring Jennifer Lawrence.', 'Bryan Singer | He went to direct Superman Returns, a revival of the Superman film series starring Brandon Routh. He also directed Valkyrie, Bohemian Rhapsody and Jack the ...', 'X-Men: Mutant Academy | X-Men: Mutant Academy is a fighting game developed by Paradox Development published by Activision. It was released for PlayStation and Game Boy Color on ...', 'X-Men in other media | The Bryan Singer-directed X-Men was released on July 14, 2000, with the team ... It was released on April 14, 2003, produced by Marvel Games, Gene Pool ...']","X-Men: Mutant Academy is a video game released by Paradox Development for the Game Boy Color and PlayStation [6]. The Bryan Singer-directed X-Men was released on July 14, 2000 [7]. Therefore, the film directed by Bryan Singer with a video game released by Paradox on the Game Boy Color and PlayStation is X-Men.",X-Men,['X-Men']
What member of the Scriblerus Club also wrote an opera in which music was arranged by Johann Christoph Pepusch?,"[""MUS 243 | Ballad Opera Flashcards | John Christopher (Johann Christoph) Pepusch (1667-1752). Gay's musical collaborator who arranged simple accompaniments and composed the overture. The Music of ..."", ""The Beggar's Opera: With New Airs and Additional Music | The Beggar's Opera is a ballad opera in three acts written in 1728 by John Gay with music arranged by Johann Christoph Pepusch. ... also to arrange the 69 songs."", 'Johann Christoph Pepusch | Johann Christoph Pepusch also known as John Christopher Pepusch and Dr Pepusch, was a German-born composer who spent most of his working life in England.']","Step 1: Who were the members of the Scriblerus Club?
Step 2: What opera did the member of the Scriblerus Club write?
Step 3: Who arranged the music for the opera written by the member of the Scriblerus Club?",Step 2 depends on Step 1. Step 3 depends on Step 2.,"Step 1: Who were the members of the Scriblerus Club? ANSWER: Alexander Pope, Jonathan Swift, John Gay, Thomas Parnell, and John Arbuthnot. Step 2: What opera did the member of the Scriblerus Club write?",What opera did the members of the Scriblerus Club write?,"['Scriblerus Club | Alexander Pope, John Gay, Jonathan Swift | Scriblerus Club, 18th-century British literary club whose founding members were the brilliant Tory wits Alexander Pope, Jonathan Swift, John Gay, Thomas Parnell, and John Arbuthnot., Alexander Pope, Jonathan Swift, John Gay, Thomas Parnell, and John Arbuthnot', 'Scriblerus Club | The nucleus of the club included the satirists Jonathan Swift and Alexander Pope. Other members were John Gay, John Arbuthnot, Henry St. John and Thomas Parnell ...', ""Scriblerus Club | Richard Owen Cambridge wrote a mock epic poem, the Scribleriad, where the hero is Martinus Scriblerus. Henry Fielding's play The Welsh Opera is presented as a ..."", 'Scriblerus Club | Other members were John Gay, John Arbuthnot, Henry St. John and Thomas ... Henry Fielding\'s play The Welsh Opera is presented as a tribute to the ""Scriblerians"".', ""MUS 243 | Ballad Opera Flashcards | John Christopher (Johann Christoph) Pepusch (1667-1752). Gay's musical collaborator who arranged simple accompaniments and composed the overture. The Music of ..."", 'Scriblerus Club | The club consisted of Jonathan Swift, Alexander Pope, John Arbuthnot, John Gay, and Thomas Parnell, as well as Robert Harley, then the secretary of the ...', 'Scriblerus Club | Alexander Pope, John Gay, Jonathan Swift | A story of thieves and highwaymen, it was intended to mirror the moral degradation of society and, more particularly, to caricature the prime ...']","The Scriblerus Club had members including Jonathan Swift, Alexander Pope, John Gay, and John Arbuthnot [1][2]. John Christopher Pepusch was a musical collaborator with John Gay [5]. John Gay wrote an opera that was intended to mirror the moral degradation of society [7].",John Gay,['John Gay']
What is the name of one of Hitler's close associates that Ralf Georg Reuth wrote a biography of in 1992?,"['Ralf Georg Reuth - Wikipedia | He published several books dealing with the Nazi era, among them a biography of Joseph Goebbels in 1992 and of Hitler in 2003. Reuth also edited a multivolume selection from the diaries of Joseph Goebbels, which drew criticism notably from Bernd Sösemann., Joseph Goebbels', 'Rommel: The End of a Legend (Haus Histories) | Ralf Georg Reuth is a German journalist and historian. He has written major biographies of Hitler, Goebbels, and Rommel, along with several books on German ... Rating: 4.1, \u200e29 reviews, \u200e$14.95, \u200e30, day returns', ""Rommel myth | The historians Ralf Georg Reuth, David T. Zabecki, Bruce Allen Watson and Peter Caddick-Adams, state that Rommel was one of Hitler's favorite generals and that ...""]",Step 1: What is the name of the biography Ralf Georg Reuth wrote in 1992? Step 2: Who is Joseph Goebbels? Step 3: What is the relationship between Joseph Goebbels and Hitler? Step 4: What is the name of the biography Ralf Georg Reuth wrote in 2003? Step 5: What is the name of the biography Ralf Georg Reuth wrote about Rommel? Step 6: Who is Rommel? Step 7: What is the relationship between Rommel and Hitler?,Step 2 depends on Step 1. Step 3 depends on Step 2. Step 4 depends on Step 1. Step 5 depends on Step 1. Step 6 depends on Step 5. Step 7 depends on Step 6.,Step 1: What is the name of the biography Ralf Georg Reuth wrote in 1992? ANSWER: Joseph Goebbels. Step 2: Who is Joseph Goebbels?,Who is Joseph Goebbels?,"['Ralf Georg Reuth | He published several books dealing with the Nazi era, among them a biography of Joseph Goebbels in 1992 and of Hitler in 2003. ... Reuth, Ralf Georg (1993).', 'Joseph Goebbels | Biography, Propaganda, Images, Death ... | Joseph Goebbels, minister of propaganda for the German Third Reich under Adolf Hitler. A master orator and propagandist, he is generally ...', 'Hitler and Goebbels: A Deadly Partnership | Perhaps the most notorious figure of the 20th century, Adolf Hitler was the head of the National Socialist German Workers Party, the Nazi Party, and became ...', 'Goebbels by Reuth, Ralf Georg - Amazon.com | Goebbels by Reuth, Ralf Georg., Goebbels', 'Ralf Georg Reuth | Ralf Georg Reuth (born 4 June 1952 in Oberfranken) is a German journalist and historian. Reuth studied with Andreas Hillgruber and wrote his Ph.D. on the ...', 'Rommel: The End of a Legend/Author | Ralf Georg Reuth', 'Rommel: The End of a Legend, Reuth | The book Rommel: The End of a Legend, Ralf Georg Reuth is published by Haus Publishing. $14.95, \u200eFree delivery over $60']",Ralf Georg Reuth wrote a biography of Joseph Goebbels in 1992 [1][2].,Joseph Goebbels,['Joseph Goebbels']
